player_id,real_name,player_dob,player_position,place_of_birth,nationality,height_ft,height_cm,weight_st,weight_kg
74288,Erico Sousa,1995-03-12,Midfielder,"Moita, Portugal",Portugal,5ft 6in,168.0,9st 10lb,61.68
58780,Darren Stephenson,1993-03-06,Forward,,Jamaica,,,,
22030,Iain Turner,1984-01-26,Goalkeeper,stirling,Scotland,6ft 3in,191.0,11st 9lb,73.92
41399,Lee Vaughan,1986-07-17,Defender,,England,5ft 7in,170.0,10st 8lb,67.12
88395,Darren Askew,,Midfielder,,England,,,,
66526,Nathan Blissett,1990-07-29,Forward,,England,,,,
78996,Scott Fenwick,1990-04-09,Forward,England,England,,,,
35555,Michael Higdon,1983-09-02,Forward,England,England,6ft 1in,185.0,12st 5lb,78.46
15314,Matthew Hill,1981-03-26,Defender,Bristol,England,5ft 7in,170.0,12st 6lb,78.91
62951,Liam Hogan,1989-02-08,Defender,,England,,,,
46619,Marcus Holness,1988-12-08,Defender,,England,6ft,183.0,12st 2lb,77.1
51765,Marlon Jackson,1990-12-06,Forward,,England,6ft 1in,185.0,12st 7lb,79.37
55478,Jack Mackreth,1992-04-13,Forward,,England,,,,
80206,Jonathon Margetts,1993-09-28,Forward,,England,,,,
86848,Andy Mathieson,,NA,,England,,,,
46691,Martin Riley,1986-12-05,Defender,,England,6ft 2in,188.0,13st 1lb,82.99
18014,Gary Taylor-Fletcher,1981-06-04,Forward,Liverpool,England,6ft,183.0,11st,69.84
59954,Ben Tomlinson,1989-10-11,Forward,,England,,,,
74874,Will Aimson,1994-01-01,Defender,Christchurch,England,,,,
52842,George Barker,1991-09-26,Midfielder,,England,,,,
53459,Abdulai Bell-Baggie,1992-04-28,Midfielder,Sierra Leone,Sierra Leone,6ft 1in,185.0,13st 2lb,83.45
44040,Peter Brezovan,1979-12-09,Goalkeeper,Bratislava,Slovakia,6ft 6in,198.0,15st 6lb,97.96
55881,Gerardo Bruna,1991-01-29,Midfielder,Argentina,Argentina,5ft 7in,170.0,10st 1lb,63.95
79797,Liam Davies,1996-07-02,Midfielder,,England,,,,
69047,Ben Davies,1995-08-11,Defender,Barrow,England,6ft 1in,185.0,,
74169,Janoi Donacien,1993-11-03,Defender,Castries,St. Lucia,6ft,183.0,,
51374,George Donnelly,1988-05-28,Forward,,England,,,,
57274,Rory Donnelly,1992-02-18,Forward,,Northern Ireland,6ft 2in,188.0,,
45280,Adam Dugdale,1987-09-12,Defender,Liverpool,England,6ft 3in,191.0,12st 7lb,79.37
67060,Matthias Fanimo,1994-01-28,Midfielder,,England,,,,
70884,Shamir Fenelon,1994-08-03,Forward,"Brighton, England",Ireland,,,,
43123,Owain Fon Williams,1987-03-17,Goalkeeper,Wales,Wales,6ft 4in,193.0,12st 2lb,77.1
53388,Danny Gardner,1990-04-05,Midfielder,Manchester,England,6ft 1in,185.0,,
14601,Matthew Gill,1980-11-08,Midfielder,Cambridge,England,5ft 11in,180.0,11st 9lb,73.92
69045,Armand Gnanduillet,1992-02-13,Forward,"Angers, France",France,6ft 4in,193.0,13st 12lb,87.98
81892,George Green,1996-01-02,Midfielder,,England,,,,
46677,Danny Holmes,1989-01-06,Defender,Wirral,England,6ft,183.0,12st,76.19
72606,Jordan Hugill,1992-06-04,Forward,"Middlesbrough, England",England,6ft,183.0,,
18869,Iain Hume,1983-10-30,Forward,Edinburgh,Canada,5ft 7in,170.0,11st 5lb,72.11
80605,Ben Jago,1996-09-04,Midfielder,,England,,,,
72069,Calaum Jahraldo-Martin,1993-04-27,Forward,England,Antigua & Barbuda,,,,
78589,Danny Johnson,1993-02-28,Forward,"Middlesbrough, England",England,,,,
13834,Jason Koumas,1979-09-25,Midfielder,Wrexham,Wales,5ft 8in,173.0,11st 6lb,72.56
45088,Marc Laird,1986-01-23,Midfielder,Edinburgh,Scotland,5ft 11in,180.0,12st 13lb,82.09
42194,Guy Madjo,1984-06-01,Forward,,Cameroon,6ft,183.0,11st 5lb,72.11
49727,Clayton McDonald,1988-12-26,Defender,Liverpool,England,6ft 6in,198.0,15st 6lb,97.96
71940,Harrison McGahey,1995-09-26,Defender,,England,6ft 2in,188.0,,
53827,Lee Molyneux,1989-02-24,Midfielder,,England,,,,
44584,Jennison Myrie-Williams,1988-05-17,Midfielder,Bristol,England,6ft,183.0,12st,76.19
19157,Kayode Odejayi,1982-02-21,Forward,"Ibadon, Nigeria",Nigeria,6ft 3in,191.0,12st 2lb,77.1
82567,Tolani Omotola,1998-04-16,Forward,,England,,,,
55480,Max Power,1993-07-27,Midfielder,Birkenhead,England,5ft 11in,180.0,12st 4lb,78.0
69960,Sam Ramsbottom,1996-04-03,Goalkeeper,,England,,,,
60000,Eliot Richards,1991-09-10,Midfielder,,Wales,5ft 9in,175.0,,
61259,James Rowe,1991-10-21,Midfielder,,England,,,,
21776,Chris Shuker,1982-05-09,Midfielder,"Liverpool, England",England,5ft 5in,165.0,9st 4lb,58.96
49472,Robert Taylor,1985-01-16,Defender,,England,5ft 10in,178.0,12st 13lb,82.09
50919,Josh Thompson,1991-02-25,Defender,,England,6ft 3in,191.0,11st 9lb,73.92
42500,Danny Woodards,1983-10-07,Defender,London,England,5ft 11in,180.0,11st,69.84
50757,John-Louis Akpa Akpro,1985-01-04,Forward,Toulouse,France,6ft,183.0,10st 12lb,68.94
74148,Gboly Ariyibi,1995-01-18,Forward,USA,USA,6ft,183.0,,
74174,Stephen Arthurworrey,1994-10-15,Defender,,England,,,,
55556,Chris Atkinson,1992-02-13,Midfielder,,England,6ft,183.0,,
73366,Antonie Boland,1994-12-30,Defender,,England,,,,
46696,Junior Brown,1989-05-07,Defender,,England,5ft 9in,175.0,10st 10lb,68.03
64444,Jake Cassidy,1993-02-09,Forward,,Wales,,,,
60033,Ryan Edwards,1993-11-17,Midfielder,Singapore,Australia,5ft 7in,170.0,,
13823,Stephen Foster,1980-09-18,Defender,Mansfield,England,5ft 11in,180.0,12st 4lb,78.0
14177,Ian Goodison,1972-11-21,Defender,"Montego Bay, Jamaica",Jamaica,6ft 1in,185.0,13st 8lb,86.17
52014,Tom Hateley,1989-09-12,Midfielder,"Monte Carlo, England",England,,,,
40982,Evan Horwood,1986-03-10,Defender,Hartlepool,England,6ft,183.0,11st 9lb,73.92
57204,Andrai Jones,1992-01-01,Defender,Liverpool,England,5ft 11in,180.0,10st 10lb,68.03
58113,Matthew Kennedy,1994-11-01,Midfielder,"Belfast, Northern Ireland",Northern Ireland,5ft 9in,175.0,,
21292,Ryan Lowe,1978-09-18,Forward,Liverpool,England,5ft 11in,180.0,11st 3lb,71.2
72078,Ben Maher,1995-09-28,Midfielder,Wales,England,,,,
36254,Jim McNulty,1985-02-13,Defender,Liverpool,Scotland,6ft,183.0,12st 1lb,76.64
65749,Jason Mooney,1989-02-26,Goalkeeper,,Northern Ireland,6ft 9in,206.0,,
72692,Callum Morris,1992-09-01,Midfielder,,England,,,,
32335,Jon Otsemobor,1983-03-23,Defender,Liverpool,England,5ft 10in,178.0,12st 6lb,78.91
70729,Matthew Pennington,1994-10-06,Defender,Warrington,England,6ft 1in,185.0,,
73901,Kristoffer Peterson,1994-11-28,Forward,"Gothenburg, Sweden",Sweden,,,,
34287,Andy Robinson,1979-11-03,Midfielder,,England,5ft 8in,173.0,10st 1lb,63.95
24524,Akpo Sodje,1981-01-31,Forward,,England,6ft 1in,185.0,12st 4lb,78.0
51399,Ash Taylor,1990-09-02,Defender,England,Wales,6ft,183.0,12st,76.19
43751,Joe Thompson,1989-03-05,Midfielder,Rochdale,England,6ft,183.0,9st 6lb,59.86
73122,Brad Watkins,1994-09-11,Goalkeeper,,England,,,,
55423,David Amoo,1991-04-13,Forward,England,England,5ft 10in,178.0,12st 2lb,77.1
47926,Paul Black,1990-01-18,Defender,,England,6ft,183.0,12st 11lb,81.18
55158,Paul Corry,1991-02-03,Midfielder,,Ireland,,,,
68398,Donervon Daniels,1993-11-24,Defender,"Plymouth, England",Montserrat,6ft 1in,185.0,,
52660,Nathan Eccleston,1990-12-30,Forward,"Manchester, England",England,5ft 10in,178.0,10st 2lb,64.4
54425,Ben Gibson,1993-01-15,Defender,Nunthorpe,England,6ft 1in,185.0,12st 3lb,77.55
55925,Roman Golobart,1992-03-21,Defender,"Barcelona, Spain",Spain,,,,
26297,Danny Harrison,1982-11-04,Midfielder,Liverpool,England,5ft 11in,180.0,12st 4lb,78.0
53233,Jake Jervis,1991-09-17,Forward,,England,6ft 3in,191.0,12st 9lb,80.27
47242,Michael Kay,1989-09-12,Defender,,England,6ft,183.0,13st 3lb,83.9
44173,Mark McChrystal,1984-06-26,Defender,,Northern Ireland,6ft 1in,185.0,13st 8lb,86.17
64219,Sean McGinty,1993-08-11,Defender,England,Ireland,,,,
55851,Adam McGurk,1989-01-24,Forward,,Northern Ireland,5ft 9in,175.0,12st 13lb,82.09
58154,Michael O'Halloran,1991-01-06,Forward,Glasgow,Scotland,5ft 11in,180.0,,
53112,Liam Palmer,1991-09-19,Defender,Worksop,Scotland,6ft 2in,188.0,,
26762,Mamady Sidibe,1979-12-18,Forward,"Kremis, Kayes Region, Mali",Mali,6ft 4in,193.0,12st 1lb,76.64
65293,Will Vaulks,1993-09-13,Midfielder,"Liverpool, England",Wales,5ft 11in,180.0,,
46484,Lucas Akins,1989-02-25,Forward,Huddersfield,Grenada,5ft 11in,180.0,12st 8lb,79.82
49716,Jose Baxter,1992-02-07,Forward,Bootle,England,5ft 10in,178.0,11st 6lb,72.56
62991,Ryan Brunt,1993-05-26,Forward,Birmingham,England,6ft 1in,185.0,,
40756,David Buchanan,1986-05-06,Defender,Rochdale,England,5ft 8in,173.0,10st 8lb,67.12
54030,Andy Coughlin,1993-01-31,Goalkeeper,,England,6ft 2in,188.0,14st 3lb,90.25
61489,John Courtney,,Goalkeeper,,England,,,,
15091,Martin Devaney,1980-06-01,Midfielder,Cheltenham,Ireland,5ft 8in,173.0,11st 8lb,73.47
49743,Ryan Donaldson,1991-05-01,Midfielder,Newcastle upon Tyne,England,6ft 4in,193.0,14st 11lb,93.88
53268,Lateef Elford Alliyu,1992-06-01,Forward,"Ibadan, Nigeria",Nigeria,5ft 8in,173.0,,
50844,Joss Labadie,1990-08-30,Midfielder,,England,6ft 2in,188.0,14st,88.89
18964,Paul Rachubka,1981-05-21,Goalkeeper,"California, USA",USA,6ft,183.0,13st 3lb,83.9
40226,David Raven,1985-03-10,Defender,England,England,6ft,183.0,11st 3lb,71.2
36304,Enoch Showunmi,1982-04-21,Forward,London,Nigeria,6ft 5in,196.0,15st 8lb,98.87
57630,Mustafa Tiryaki,1987-03-02,Forward,,England,,,,
57821,Robbie Weir,1988-12-09,Midfielder,,Northern Ireland,5ft 9in,175.0,11st 7lb,73.02
32332,John Welsh,1984-01-10,Midfielder,Liverpool,England,5ft 7in,170.0,11st 5lb,72.11
52216,Kithson Bain,1982-05-26,Forward,,Grenada,5ft 8in,173.0,12st 5lb,78.46
55546,Liam Benson,1992-02-25,Defender,England,England,,,,
55545,Maxime Blanchard,1986-09-27,Defender,,France,,,,
1010,Marlon Broomes,1977-11-28,Defender,Birmingham,England,6ft,183.0,12st 7lb,79.37
53334,Kayleden Brown,1992-04-15,Forward,England,Wales,,,,
55476,Timothy Cathalina,1985-01-24,Defender,,Netherlands,5ft 9in,175.0,11st 8lb,73.47
51740,Joe Collister,1991-12-15,Goalkeeper,,England,6ft,183.0,,
49870,Aaron Cresswell,1989-12-15,Defender,Liverpool,England,5ft 7in,170.0,10st 3lb,64.85
54244,Liam Darville,1990-10-26,Defender,,England,5ft 9in,175.0,11st 4lb,71.66
51687,Ryan Fraughan,1991-02-11,Midfielder,,England,,,,
47248,Terry Gornell,1989-12-16,Forward,Liverpool,England,5ft 11in,180.0,12st 4lb,78.0
51365,Jermaine Grandison,1990-12-05,Defender,,England,6ft 4in,193.0,13st 3lb,83.9
49869,Peter Gulacsi,1990-05-06,Goalkeeper,"Budapest, Hungary",Hungary,6ft 2in,188.0,11st 8lb,73.47
55479,Dale Jennings,1992-12-21,Midfielder,"Liverpool, England",England,5ft 7in,170.0,11st 1lb,70.29
4733,Alan Mahon,1978-04-04,Midfielder,Dublin,Ireland,5ft 5in,165.0,10st,63.49
53326,Sam Mantom,1992-02-20,Midfielder,Stourbridge,England,5ft 9in,175.0,,
5204,Paul McLaren,1976-11-17,Midfielder,High Wycombe,England,6ft,183.0,13st 2lb,83.45
51865,Arnaud Mendy,1990-02-19,Midfielder,France,Guinea-Bissau,,,,
55849,Simon Miotto,1969-09-05,Goalkeeper,,Australia,,,,
36463,Sam Morrow,1985-03-03,Forward,Northern Ireland,Northern Ireland,6ft,183.0,12st 2lb,77.1
46582,Gunnar Nielsen,1986-10-07,Goalkeeper,"Torshavn, Faroe Islands",Faroe Islands,6ft 3in,191.0,14st,88.89
5556,Ian Thomas-Moore,1976-08-26,Forward,Birkenhead,England,5ft 9in,175.0,11st 9lb,73.92
8299,Anthony Warner,1974-05-11,Goalkeeper,"Liverpool, England",Trinidad & Tobago,6ft 3in,191.0,13st 7lb,85.71
55477,Nick Wood,1990-11-09,Defender,,England,6ft 2in,188.0,13st 5lb,84.81
57255,Scott Wootton,1991-09-12,Defender,Birkenhead,England,6ft 2in,188.0,,
51901,Thomas Baker,,Midfielder,,England,,,,
49459,Charlie Barnett,1988-09-19,Midfielder,Liverpool,England,5ft 7in,170.0,11st 7lb,73.02
30472,Sebastien Carole,1982-09-08,Midfielder,"Pontoise, France",Martinique,5ft 5in,165.0,11st 3lb,71.2
45355,Craig Carl Curran,1989-08-23,Forward,Liverpool,England,5ft 10in,178.0,11st 6lb,72.56
44154,Luke Daniels,1988-01-05,Goalkeeper,"Bolton, England",England,6ft 4in,193.0,12st 7lb,79.37
20578,Gareth Edds,1981-02-03,Midfielder,"Sydney, Australia",Australia,6ft,183.0,12st,76.19
53588,Ben Gordon,1991-03-02,Defender,Bradford,England,5ft 9in,175.0,11st 8lb,73.47
50869,Gavin Gunning,1991-01-26,Defender,Republic of Ireland,Ireland,6ft 1in,185.0,13st 2lb,83.45
47194,Shaleum Logan,1988-01-29,Defender,England,England,5ft 8in,173.0,12st 6lb,78.91
50951,Josh Macauley,1991-03-02,Forward,,England,,,,
37093,David Martin,1986-01-22,Goalkeeper,Romford,England,6ft 1in,185.0,13st 9lb,86.62
21233,Chris McCready,1981-07-05,Defender,Chester,England,6ft 1in,185.0,12st 2lb,77.1
49649,Luke O'Neill,1991-08-20,Defender,Slough,England,6ft,183.0,11st 3lb,71.2
9303,Michael Ricketts,1978-12-04,Forward,Birmingham,England,6ft 2in,188.0,11st 12lb,75.28
30699,Bas Savage,1982-01-07,Forward,London,England,6ft 2in,188.0,13st 5lb,84.81
51720,Marvin Sordell,1991-02-17,Forward,England,England,5ft 10in,178.0,12st 5lb,78.46
15136,John Achterberg,1971-07-08,Goalkeeper,"Utrecht, Holland",Netherlands,6ft 3in,191.0,13st,82.54
35934,Adnan Ahmed,1984-06-07,Midfielder,Burnley,Pakistan,5ft 10in,178.0,11st 12lb,75.28
46377,Godwin Antwi,1988-06-07,Defender,Tafu,Ghana,,,,
51259,Robbie Burns,1999-11-15,Midfielder,,England,,,,
28928,Benjamin Chorley,1982-09-30,Defender,Sidcup,England,6ft 3in,191.0,13st 3lb,83.9
1721,Danny Coyne,1973-08-27,Goalkeeper,Prestatyn,Wales,6ft,183.0,13st,82.54
9758,Chris Greenacre,1977-12-23,Forward,Wakefield,England,5ft 11in,180.0,12st 8lb,79.82
44093,Paul Henry,1988-01-28,Midfielder,Liverpool,England,5ft 9in,175.0,11st 5lb,72.11
50065,John Johnson,1988-09-16,Defender,,England,6ft,183.0,12st 2lb,77.1
21689,Anthony Kay,1982-10-21,Defender,England,England,6ft,183.0,13st 6lb,85.26
51109,Peter Kennedy,,Goalkeeper,,England,,,,
51215,Danny Mayor,1990-10-18,Midfielder,England,England,6ft,183.0,12st,76.19
15089,George O'Callaghan,1979-09-05,Midfielder,Cork,Ireland,6ft 1in,185.0,10st 5lb,65.76
33760,Philip Palethorpe,1986-09-17,Goalkeeper,,England,6ft 2in,188.0,11st 8lb,73.47
47302,Ryan Shotton,1988-10-30,Defender,Fenton,England,6ft 3in,191.0,13st 3lb,83.9
22272,Edrissa Sonko,1980-03-23,Midfielder,Essau,Gambia,5ft 7in,170.0,12st 2lb,77.1
41203,Andy Taylor,1986-03-14,Defender,Blackburn,England,5ft 9in,175.0,11st 4lb,71.66
49461,Luke Waterfall,1990-07-30,Defender,,England,6ft 2in,188.0,13st 3lb,83.9
13854,Mark Wilson,1979-02-09,Midfielder,Scunthorpe,England,5ft 9in,175.0,12st 1lb,76.64
27015,Shane Cansdell-Sherriff,1982-11-10,Defender,"Sydney, Australia",Australia,6ft,183.0,12st,76.19
1638,Kevin Cooper,1975-02-08,Midfielder,Derby,England,5ft 8in,173.0,10st 7lb,66.67
